_id,BatchFileName,PoliceServiceType,PoliceService,OPP_PoliceService,IncidentNumber,Date,ApproximateTimeForceApplied,LocationType_ResidentialBuilding,LocationType_NonResidentialBuilding,LocationType_MotorVehicle,LocationType_OpenSpace,LocationType_PublicTransportation,ReportType,TypeTeam,NumberTeam,Attire,AssignmentType,IncidentType,HumaneDestructionAnimal_Distance,HumaneDestructionAnimal_Handgun,HumaneDestructionAnimal_Rifle,HumaneDestructionAnimal_Shotgun,HumaneDestructionAnimal_NumberRoundsDischarged,InteractionType,NumberIndividuals,NumberOtherOfficers,OfficerInvolvedInjuries_PhysicalInjuries,OfficerInvolvedInjuries_Treatment_No,OfficerInvolvedInjuries_Treatment_FirstAid,OfficerInvolvedInjuries_Treatment_MedicalPersonnelScene,OfficerInvolvedInjuries_Treatment_AdmissionMedicalFacility,OfficerInvolvedInjuries_Treatment_MedicalFacility,OfficerInvolvedInjuries_Treatment_Unknown,OfficerInvolvedInjuries_Treatment_Other,NoInteractIndiv_ReasonUseOfForce_EffectArrest,NoInteractIndiv_ReasonUseOfForce_PreventOffence,NoInteractIndiv_ReasonUseOfForce_PreventEscape,NoInteractIndiv_ReasonUseOfForce_ProtectOtherOfficers,NoInteractIndiv_ReasonUseOfForce_ProtectPublic,NoInteractIndiv_ReasonUseOfForce_ProtectSelf,NoInteractIndiv_ReasonUseOfForce_ProtectIndiv,NoInteractIndiv_ReasonUseOfForce_Unintentional,NoInteractIndiv_ReasonUseOfForce_Other,NoInteractIndiv_TypeForceUsed_CEW_Check,NoInteractIndiv_TypeForceUsed_CEW_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Check,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Drawn,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_Rifle_Check,NoInteractIndiv_TypeForceUsed_Firearm_Rifle_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_ShotgunLethal_Check,NoInteractIndiv_TypeForceUsed_Firearm_ShotgunLethal_Discharged,NoIndivAnimalOnly_ReasonUseOfForce_EffectArrest,NoIndivAnimalOnly_ReasonUseOfForce_PreventOffence,NoIndivAnimalOnly_ReasonUseOfForce_PreventEscape,NoIndivAnimalOnly_ReasonUseOfForce_ProtectOtherOfficers,NoIndivAnimalOnly_ReasonUseOfForce_ProtectPublic,NoIndivAnimalOnly_ReasonUseOfForce_ProtectSelf,NoIndivAnimalOnly_ReasonUseOfForce_ProtectIndiv,NoIndivAnimalOnly_ReasonUseOfForce_Unintentional,NoIndivAnimalOnly_ReasonUseOfForce_Other,NoIndivAnimalOnly_TypeForceUsed_CEW,NoIndivAnimalOnly_TypeForceUsed_Firearm,Inclusion_SOLGEN_ARA_Analysis
8316,789500064,Municipal Police,Toronto,,TOR-881577,2023-11-09,04:46:00,1,,,,,Individual,,,Uniform,Tactical,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8317,966340327,Municipal Police,Toronto,,TOR-259573,2023-12-04,04:02:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8318,871918237,Municipal Police,Toronto,,TOR-578737,2023-11-17,06:14:00,1,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8319,653508923,Municipal Police,Niagara Regional,,NIA-321323,2023-08-09,02:21:00,1,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),2,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8320,561449437,Municipal Police,Niagara Regional,,NIA-598100,2023-09-12,17:13:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8321,224393242,Municipal Police,Niagara Regional,,NIA-592408,2023-09-10,04:23:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8322,595572661,Municipal Police,Niagara Regional,,NIA-656103,2023-10-26,16:41:00,1,,,,,Team,Other,5,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8323,956251425,Municipal Police,Niagara Regional,,NIA-650143,2023-09-29,13:08:00,1,,,,,Individual,,,Uniform,Targeted Community Response Units/Hostage Rescue,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8324,401735577,Municipal Police,Greater Sudbury,,SUD-195346,2023-08-30,04:52:00,1,,,,,Team,Hostage Rescue Team,12,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8325,900161783,Municipal Police,Niagara Regional,,NIA-549662,2023-08-15,18:25:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8326,260620724,Municipal Police,Toronto,,TOR-578737,2023-11-17,06:20:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8327,683454337,Municipal Police,Toronto,,TOR-789513,2023-12-09,17:05:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8328,646165123,Municipal Police,Greater Sudbury,,SUD-862758,2023-09-23,09:45:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8329,128275591,Municipal Police,Greater Sudbury,,SUD-100409,2023-09-30,00:33:00,1,,,,,Team,Other,2,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8330,589788014,Municipal Police,Greater Sudbury,,SUD-822939,2023-10-21,22:04:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8331,272817660,Municipal Police,Greater Sudbury,,SUD-872136,2023-10-24,17:19:00,,,,1,,Team,Other,5,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8332,158370675,Municipal Police,Greater Sudbury,,SUD-116026,2023-10-27,11:15:00,1,,,,,Team,Other,2,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8333,602908996,Municipal Police,Greater Sudbury,,SUD-194164,2023-10-28,17:45:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Property Crime,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8334,911851037,Municipal Police,Greater Sudbury,,SUD-144164,2023-10-29,16:20:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8335,508401085,Municipal Police,Greater Sudbury,,SUD-983027,2023-10-31,18:41:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8336,546137562,Municipal Police,Greater Sudbury,,SUD-472498,2023-10-31,20:46:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8337,178750058,Municipal Police,Greater Sudbury,,SUD-811381,2023-11-03,15:15:00,1,,,,,Individual,,,Uniform,Targeted Community Response Units/Hostage Rescue,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8338,696916393,Municipal Police,Kingston,,KIN-703874,2023-08-31,19:50:00,1,,,,,Individual,,,Non-Uniform,Drugs,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8339,870530040,Municipal Police,Kingston,,KIN-862588,2023-12-19,14:11:00,,,,1,1,Team,Mobile Surveillance Unit,2,Non-Uniform,Other,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8340,293293006,Municipal Police,Toronto,,TOR-737868,2023-12-12,16:18:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8341,577884673,Municipal Police,Niagara Regional,,NIA-680066,2023-09-11,14:41:00,,,,1,,Individual,,,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8342,125985434,Municipal Police,Niagara Regional,,NIA-680066,2023-09-11,14:41:00,,,,1,,Individual,,,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8343,971263069,Municipal Police,Greater Sudbury,,SUD-812404,2023-11-14,06:56:00,1,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8344,790314793,Municipal Police,Niagara Regional,,NIA-680066,2023-09-11,14:41:00,,,,1,,Individual,,,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8345,458870539,Municipal Police,Greater Sudbury,,SUD-349068,2023-11-14,21:40:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8346,643636339,Municipal Police,Niagara Regional,,NIA-156137,2023-06-02,15:05:00,,,,1,,Individual,,,Uniform,Targeted Community Response Units/Hostage Rescue,Active Attacker,,,,,,Interaction with Individual(s),5,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8347,852532354,Municipal Police,Greater Sudbury,,SUD-351807,2023-10-22,02:40:00,1,,,,,Team,Other,4,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8348,681860062,Municipal Police,Greater Sudbury,,SUD-199891,2023-11-18,03:11:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8349,207497742,Municipal Police,Greater Sudbury,,SUD-656210,2023-11-23,21:52:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8350,865683179,Municipal Police,Toronto,,TOR-744122,2023-12-01,08:30:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8351,355421281,Municipal Police,Niagara Regional,,NIA-666560,2023-06-06,20:10:00,,,,1,,Team,Other,9,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8352,829352923,Municipal Police,Niagara Regional,,NIA-259868,2023-05-26,05:15:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8353,377223559,Municipal Police,Greater Sudbury,,SUD-336375,2023-12-09,02:25:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8354,174839760,Municipal Police,Greater Sudbury,,SUD-742530,2023-12-13,22:23:00,1,,,1,,Team,Other,2,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8355,709859091,Municipal Police,Toronto,,TOR-485360,2023-12-11,04:24:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8356,930523118,Municipal Police,Durham Regional,,DUR-917302,2023-12-09,01:06:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8357,323258837,Municipal Police,Greater Sudbury,,SUD-782256,2023-12-15,23:11:00,,,1,,,Team,Other,3,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8358,257852909,Municipal Police,Toronto,,TOR-360330,2023-12-01,09:00:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8359,441080328,Municipal Police,Toronto,,TOR-360330,2023-12-01,09:00:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8360,404471590,Municipal Police,Kingston,,KIN-544078,2023-12-12,15:20:00,,,,1,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8361,885293677,Municipal Police,Kingston,,KIN-668586,2023-11-28,20:00:00,1,,,1,,Team,Other,4,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8362,664355917,Municipal Police,Toronto,,TOR-695112,2023-05-16,01:06:00,,,,1,,Individual,,,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8363,465396637,Municipal Police,Toronto,,TOR-695112,2023-05-16,01:06:00,,,,1,,Individual,,,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8364,534428165,Municipal Police,Kingston,,KIN-514435,2023-09-08,11:11:00,1,,,1,,Team,Other,2,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Animal Complaint,,,,,,Interaction with Individual(s),1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8365,331630311,Municipal Police,Kingston,,KIN-818314,2023-06-11,11:16:00,,,,1,,Team,Other,3,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8366,310408859,Municipal Police,Kingston,,KIN-905832,2023-12-14,13:58:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8367,861716483,Municipal Police,Toronto,,TOR-331999,2023-11-30,06:55:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8368,295616812,Municipal Police,Brockville,,BRO-587078,2023-02-27,23:25:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8369,867739252,Municipal Police,Greater Sudbury,,SUD-671859,2023-11-06,11:11:00,1,,,,,Team,Other,4,Uniform,Other,"Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8370,875009220,Municipal Police,Toronto,,TOR-771729,2023-12-01,23:00:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8371,415111069,Municipal Police,Halton Regional,,HAL-839886,2023-11-14,14:57:00,,,,1,,Team,Apprehension Squad,4,Non-Uniform,"Investigations (CIB, Major Crime)",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8372,563821026,Municipal Police,Brockville,,BRO-140235,2023-03-04,20:36:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8373,865659235,Municipal Police,Toronto,,TOR-605591,2023-11-17,11:56:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8374,763839640,Municipal Police,Toronto,,TOR-213394,2023-12-25,12:07:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,8,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8375,258919803,Municipal Police,Halton Regional,,HAL-255579,2023-12-19,18:24:00,,1,1,,,Team,Apprehension Squad,5,Non-Uniform,"Investigations (CIB, Major Crime)","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8376,298447333,Municipal Police,Brockville,,BRO-953097,2023-03-11,17:31:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8377,851533752,Municipal Police,Brockville,,BRO-110088,2023-07-30,14:28:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8378,309695379,Municipal Police,Halton Regional,,HAL-828277,2023-12-14,04:10:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8379,493973409,Municipal Police,Halton Regional,,HAL-828277,2023-12-14,04:10:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8380,960845088,Municipal Police,Halton Regional,,HAL-828277,2023-12-14,04:10:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8381,490789476,Municipal Police,Ottawa,,OTT-223195,2023-12-10,22:24:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8382,770745625,Municipal Police,Port Hope,,PRH-409164,2023-09-05,01:04:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Individual(s),2,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8383,386182322,Municipal Police,Toronto,,TOR-646250,2023-11-08,12:40:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8384,153867101,Municipal Police,Toronto,,TOR-208760,2023-11-27,13:22:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8385,891076672,Municipal Police,Toronto,,TOR-304253,2023-11-22,22:09:00,1,,,,,Individual,,,Uniform,"Guns and Gangs, ROPE, Other Specialized Units","Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8386,650034156,Municipal Police,Toronto,,TOR-430109,2023-12-18,18:35:00,1,,,,,Individual,,,Uniform,Tactical,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8387,930870206,Municipal Police,Toronto,,TOR-430109,2023-12-18,18:35:00,1,,,,,Team,Tactical Team,8,Uniform,Tactical,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8388,495769702,Municipal Police,Toronto,,TOR-337861,2023-12-13,14:58:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,10,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8389,578249402,Municipal Police,Toronto,,TOR-268933,2023-12-20,19:17:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
8390,202823621,Municipal Police,Toronto,,TOR-268933,2023-12-20,19:17:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
