BatchFileName,Indiv_Index,Weapon,Location
955485424,2,Other,"Accessible (e.g., within reach)"
955485424,3,Other,"Accessible (e.g., within reach)"
955485424,4,Other,"Accessible (e.g., within reach)"
955485424,5,Other,"Accessible (e.g., within reach)"
853649649,1,Other,"Accessible (e.g., within reach)"
207051945,1,Other,"Accessible (e.g., within reach)"
207051945,2,Other,"Accessible (e.g., within reach)"
476782354,1,Handgun,"Accessible (e.g., within reach)"
133798299,1,Handgun,"Accessible (e.g., within reach)"
240048358,1,Knife/Edged,In Hand
643431263,1,Knife/Edged,"Accessible (e.g., within reach)"
924314023,1,Aerosol,"On Person, including concealed"
897194914,1,Knife/Edged,"On Person, including concealed"
410428852,1,Knife/Edged,In Hand
410428852,2,Knife/Edged,In Hand
410428852,3,Knife/Edged,In Hand
662790976,1,Handgun,"Accessible (e.g., within reach)"
348715355,1,Handgun,"Accessible (e.g., within reach)"
348715355,2,Handgun,"Accessible (e.g., within reach)"
348715355,3,Handgun,"Accessible (e.g., within reach)"
348715355,4,Handgun,"Accessible (e.g., within reach)"
348715355,5,Handgun,"Accessible (e.g., within reach)"
348715355,6,Handgun,"Accessible (e.g., within reach)"
884463097,1,Handgun,"On Person, including concealed"
627368622,1,Knife/Edged,"Accessible (e.g., within reach)"
718544831,1,Club or Impact Weapon,In Hand
693127722,1,Knife/Edged,In Hand
357097603,1,Club or Impact Weapon,In Hand
350781262,1,Knife/Edged,"Accessible (e.g., within reach)"
758498444,1,Knife/Edged,"Accessible (e.g., within reach)"
493949537,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
780197056,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
681784457,1,Handgun,"On Person, including concealed"
681784457,1,Knife/Edged,In Hand
816487515,1,Unknown Type of Weapon,"On Person, including concealed"
508219660,1,Handgun,"Accessible (e.g., within reach)"
508219660,2,Handgun,"Accessible (e.g., within reach)"
508219660,3,Handgun,"Accessible (e.g., within reach)"
948100585,1,Knife/Edged,"On Person, including concealed"
554616294,1,Other,"Accessible (e.g., within reach)"
853808472,1,Handgun,"On Person, including concealed"
853808472,2,Handgun,"Accessible (e.g., within reach)"
226522001,1,Handgun,"On Person, including concealed"
807040374,1,Knife/Edged,In Hand
132790476,1,Knife/Edged,In Hand
840751916,1,Knife/Edged,"Accessible (e.g., within reach)"
549223889,1,Knife/Edged,"On Person, including concealed"
254197015,1,Knife/Edged,"Accessible (e.g., within reach)"
526120856,1,Aerosol,In Hand
849282848,1,Handgun,"On Person, including concealed"
577862355,1,Unknown Type of Weapon,"On Person, including concealed"
984431107,1,Handgun,"Accessible (e.g., within reach)"
984431107,2,Handgun,"Accessible (e.g., within reach)"
127782042,1,Handgun,"On Person, including concealed"
133282809,1,Handgun,"On Person, including concealed"
133282809,2,Handgun,"Accessible (e.g., within reach)"
133282809,3,Handgun,"Accessible (e.g., within reach)"
328636675,1,Knife/Edged,"On Person, including concealed"
367761726,1,Handgun,"On Person, including concealed"
719869011,1,Handgun,"Accessible (e.g., within reach)"
719869011,2,Handgun,"Accessible (e.g., within reach)"
571020792,1,Unknown Type of Weapon,"On Person, including concealed"
865681129,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
376541059,1,Handgun,"Accessible (e.g., within reach)"
564254544,1,Knife/Edged,In Hand
545824107,1,Knife/Edged,In Hand
545824107,1,Other,In Hand
378686616,1,Other,In Hand
765289890,1,Club or Impact Weapon,In Hand
765289890,1,Other,In Hand
859267038,1,Knife/Edged,In Hand
757907676,1,Knife/Edged,"On Person, including concealed"
509813006,1,Handgun,"On Person, including concealed"
509813006,2,Handgun,"On Person, including concealed"
509813006,3,Handgun,"On Person, including concealed"
241791348,1,Handgun,"Accessible (e.g., within reach)"
865704457,1,Handgun,"Accessible (e.g., within reach)"
865704457,1,Knife/Edged,"Accessible (e.g., within reach)"
383724021,1,Knife/Edged,"Accessible (e.g., within reach)"
209389709,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
263497370,1,Knife/Edged,In Hand
854866933,1,Aerosol,In Hand
222681780,1,Knife/Edged,"On Person, including concealed"
882257660,1,Handgun,"Accessible (e.g., within reach)"
563286979,1,Knife/Edged,"Accessible (e.g., within reach)"
952750918,1,Vehicle,""
615168751,1,Handgun,"On Person, including concealed"
378609203,1,Handgun,"Accessible (e.g., within reach)"
788699857,1,Handgun,"On Person, including concealed"
186199631,1,Knife/Edged,In Hand
138815128,1,Handgun,"On Person, including concealed"
884068832,1,Knife/Edged,In Hand
879052189,1,Handgun,"Accessible (e.g., within reach)"
614282816,1,Other,In Hand
276582471,1,Knife/Edged,"Accessible (e.g., within reach)"
771006259,1,Knife/Edged,In Hand
667112673,1,Knife/Edged,In Hand
975666731,1,Knife/Edged,In Hand
774918921,1,Other,In Hand
731934309,1,Handgun,"On Person, including concealed"
731934309,2,Handgun,"On Person, including concealed"
731934309,3,Handgun,"On Person, including concealed"
731934309,4,Handgun,"On Person, including concealed"
966380005,1,Other,In Hand
806014800,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
608923543,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
971715471,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
391173388,1,Knife/Edged,"On Person, including concealed"
735076530,1,Handgun,"On Person, including concealed"
898936586,1,Unknown Type of Weapon,"On Person, including concealed"
513497060,1,Knife/Edged,"Accessible (e.g., within reach)"
593932571,1,Knife/Edged,"Accessible (e.g., within reach)"
951360803,1,Knife/Edged,"On Person, including concealed"
405103269,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
893629073,1,Handgun,"On Person, including concealed"
277894537,1,Handgun,"Accessible (e.g., within reach)"
277894537,2,Handgun,"Accessible (e.g., within reach)"
139131814,1,Handgun,"Accessible (e.g., within reach)"
139131814,2,Handgun,"Accessible (e.g., within reach)"
344446763,1,Handgun,"Accessible (e.g., within reach)"
344446763,2,Handgun,"Accessible (e.g., within reach)"
344446763,3,Handgun,"Accessible (e.g., within reach)"
344446763,4,Handgun,"Accessible (e.g., within reach)"
704742869,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
704742869,2,Club or Impact Weapon,"Accessible (e.g., within reach)"
704742869,3,Club or Impact Weapon,"Accessible (e.g., within reach)"
704742869,4,Club or Impact Weapon,"Accessible (e.g., within reach)"
247001727,1,Handgun,"Accessible (e.g., within reach)"
247001727,2,Handgun,"Accessible (e.g., within reach)"
247001727,3,Handgun,"Accessible (e.g., within reach)"
247001727,4,Handgun,"Accessible (e.g., within reach)"
919459982,1,Knife/Edged,"Accessible (e.g., within reach)"
277075546,1,Handgun,"Accessible (e.g., within reach)"
890691128,1,Knife/Edged,"Accessible (e.g., within reach)"
610741986,1,Handgun,In Hand
668926915,1,Knife/Edged,In Hand
386043153,1,Handgun,"Accessible (e.g., within reach)"
385053587,1,Unknown Type of Weapon,"On Person, including concealed"
676767863,1,Knife/Edged,"Accessible (e.g., within reach)"
138671016,1,Handgun,"On Person, including concealed"
918213934,1,Knife/Edged,"On Person, including concealed"
764925023,1,Knife/Edged,In Hand
382287350,1,Aerosol,"Accessible (e.g., within reach)"
382287350,1,Other,"Accessible (e.g., within reach)"
656795953,1,Unknown Type of Weapon,"On Person, including concealed"
656795953,2,Unknown Type of Weapon,"On Person, including concealed"
951130939,1,Handgun,"On Person, including concealed"
951130939,2,Handgun,"On Person, including concealed"
951130939,3,Handgun,"On Person, including concealed"
636615601,1,Handgun,"On Person, including concealed"
636615601,2,Handgun,"On Person, including concealed"
622214570,1,Handgun,"On Person, including concealed"
622214570,2,Handgun,"On Person, including concealed"
694655060,1,Handgun,"On Person, including concealed"
694655060,2,Handgun,"On Person, including concealed"
458826078,1,Knife/Edged,In Hand
134437481,1,Handgun,"On Person, including concealed"
134437481,2,Handgun,"On Person, including concealed"
219826819,1,Club or Impact Weapon,"On Person, including concealed"
981017717,1,Handgun,"On Person, including concealed"
511230893,1,Handgun,"Accessible (e.g., within reach)"
511230893,2,Handgun,"Accessible (e.g., within reach)"
511230893,3,Handgun,"Accessible (e.g., within reach)"
876982991,1,Handgun,"On Person, including concealed"
876982991,2,Handgun,"On Person, including concealed"
876982991,3,Handgun,"On Person, including concealed"
555102248,1,Knife/Edged,"On Person, including concealed"
661094001,1,Handgun,"On Person, including concealed"
661094001,2,Handgun,"On Person, including concealed"
661094001,3,Handgun,"On Person, including concealed"
162939260,1,Handgun,"Accessible (e.g., within reach)"
162939260,1,Knife/Edged,In Hand
794742453,1,Club or Impact Weapon,In Hand
794742453,1,Knife/Edged,In Hand
380095828,1,Knife/Edged,In Hand
380095828,2,Knife/Edged,In Hand
380095828,3,Knife/Edged,In Hand
100823260,1,Handgun,"On Person, including concealed"
409165417,1,Handgun,"Accessible (e.g., within reach)"
942362302,1,Handgun,"On Person, including concealed"
416165024,1,Handgun,"On Person, including concealed"
416165024,1,Knife/Edged,"On Person, including concealed"
416165024,2,Handgun,"On Person, including concealed"
416165024,2,Knife/Edged,"On Person, including concealed"
416165024,3,Handgun,"On Person, including concealed"
416165024,3,Knife/Edged,"On Person, including concealed"
416165024,4,Handgun,"On Person, including concealed"
416165024,4,Knife/Edged,"On Person, including concealed"
416165024,5,Handgun,"On Person, including concealed"
416165024,5,Knife/Edged,"On Person, including concealed"
274671970,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
274671970,1,Vehicle,""
178345546,1,Handgun,"Accessible (e.g., within reach)"
178345546,1,Knife/Edged,"Accessible (e.g., within reach)"
178345546,2,Handgun,"Accessible (e.g., within reach)"
178345546,2,Knife/Edged,"Accessible (e.g., within reach)"
512842890,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
738603025,1,Handgun,"On Person, including concealed"
385044850,1,Unknown Type of Weapon,"On Person, including concealed"
260153338,1,Knife/Edged,In Hand
341176464,1,Knife/Edged,"Accessible (e.g., within reach)"
442758630,1,Knife/Edged,In Hand
401392874,1,Other,In Hand
914037150,1,Knife/Edged,"Accessible (e.g., within reach)"
269903867,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
870237177,1,Handgun,"On Person, including concealed"
870237177,2,Handgun,"On Person, including concealed"
516730137,1,Handgun,"On Person, including concealed"
252206256,1,Handgun,"Accessible (e.g., within reach)"
636050423,1,Knife/Edged,"On Person, including concealed"
257241873,1,Handgun,"Accessible (e.g., within reach)"
257241873,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
257241873,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
257241873,3,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
257241873,4,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
257241873,5,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
257241873,6,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
313886938,1,Unknown Type of Weapon,"On Person, including concealed"
369267311,1,Knife/Edged,In Hand
226081631,1,Knife/Edged,"Accessible (e.g., within reach)"
557984123,1,Handgun,"On Person, including concealed"
755507461,1,Handgun,"On Person, including concealed"
461836749,1,Handgun,"On Person, including concealed"
978157305,1,Handgun,"Accessible (e.g., within reach)"
737847064,1,Knife/Edged,"Accessible (e.g., within reach)"
314250699,1,Knife/Edged,In Hand
788002753,1,Knife/Edged,"On Person, including concealed"
784804107,1,Knife/Edged,In Hand
650281955,1,Vehicle,""
303884742,1,Unknown Type of Weapon,"On Person, including concealed"
657272705,1,Knife/Edged,In Hand
435476308,1,Other,In Hand
197138775,1,Knife/Edged,"On Person, including concealed"
144798949,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
162647249,1,Handgun,"Accessible (e.g., within reach)"
162647249,1,Knife/Edged,"Accessible (e.g., within reach)"
684222149,1,Knife/Edged,In Hand
968368766,1,Knife/Edged,In Hand
925178750,1,Knife/Edged,In Hand
674868018,1,Knife/Edged,In Hand
192493929,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
371386120,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
264431497,1,Handgun,"On Person, including concealed"
264431497,2,Handgun,"On Person, including concealed"
529964667,1,Handgun,"On Person, including concealed"
529964667,2,Handgun,"On Person, including concealed"
766552595,1,Other,"On Person, including concealed"
541970660,1,Knife/Edged,"Accessible (e.g., within reach)"
561729461,1,Knife/Edged,"Accessible (e.g., within reach)"
369584918,1,Handgun,"On Person, including concealed"
757417882,1,Other,"On Person, including concealed"
980690833,1,Handgun,"Accessible (e.g., within reach)"
980690833,2,Handgun,"Accessible (e.g., within reach)"
248320208,1,Knife/Edged,"Accessible (e.g., within reach)"
562470634,1,Knife/Edged,"Accessible (e.g., within reach)"
954675034,1,Handgun,"Accessible (e.g., within reach)"
954675034,2,Handgun,"Accessible (e.g., within reach)"
954675034,3,Handgun,"Accessible (e.g., within reach)"
458840562,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
998898999,1,Handgun,"Accessible (e.g., within reach)"
998898999,2,Handgun,"Accessible (e.g., within reach)"
998898999,3,Handgun,"Accessible (e.g., within reach)"
998898999,4,Handgun,"Accessible (e.g., within reach)"
704619736,1,Handgun,"Accessible (e.g., within reach)"
704619736,2,Handgun,"Accessible (e.g., within reach)"
574201573,1,Knife/Edged,In Hand
205689993,1,Handgun,"Accessible (e.g., within reach)"
205689993,2,Handgun,"Accessible (e.g., within reach)"
760126900,1,Knife/Edged,"Accessible (e.g., within reach)"
711684957,1,Handgun,"On Person, including concealed"
837816156,1,Handgun,"On Person, including concealed"
387468364,1,Knife/Edged,"On Person, including concealed"
387468364,2,Knife/Edged,"On Person, including concealed"
885194369,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
885194369,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
885194369,3,Unknown Type of Weapon,"Accessible (e.g., within reach)"
352494906,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
352494906,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
352494906,3,Unknown Type of Weapon,"Accessible (e.g., within reach)"
574482696,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
574482696,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
574482696,2,Vehicle,""
623192002,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
668111631,1,Knife/Edged,"On Person, including concealed"
559657209,1,Club or Impact Weapon,In Hand
559657209,1,Knife/Edged,"On Person, including concealed"
576946643,1,Unknown Type of Weapon,"On Person, including concealed"
105203014,1,Handgun,"Accessible (e.g., within reach)"
105203014,2,Handgun,"Accessible (e.g., within reach)"
762836040,1,"Long Gun (rifle, shotgun)",In Hand
762836040,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
155802835,1,"Long Gun (rifle, shotgun)",In Hand
791772281,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
556030548,1,Handgun,"Accessible (e.g., within reach)"
196412672,1,Handgun,"Accessible (e.g., within reach)"
624705982,1,Handgun,"Accessible (e.g., within reach)"
279191113,1,Handgun,"Accessible (e.g., within reach)"
558200497,1,Knife/Edged,In Hand
558200497,1,Knife/Edged,"On Person, including concealed"
920617960,1,Handgun,"Accessible (e.g., within reach)"
660762119,1,Knife/Edged,In Hand
624473048,1,Knife/Edged,"Accessible (e.g., within reach)"
219307192,1,Other,"Accessible (e.g., within reach)"
687179263,1,Handgun,"Accessible (e.g., within reach)"
355318440,1,Handgun,"On Person, including concealed"
840821761,1,Handgun,"On Person, including concealed"
594584691,1,Handgun,"Accessible (e.g., within reach)"
594584691,2,Handgun,"Accessible (e.g., within reach)"
431037599,1,Handgun,In Hand
431037599,2,Handgun,In Hand
431037599,3,Handgun,In Hand
431037599,4,Handgun,In Hand
326053334,1,Handgun,"On Person, including concealed"
915779198,1,Handgun,"On Person, including concealed"
820213191,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
826540148,1,Knife/Edged,"Accessible (e.g., within reach)"
248466338,1,Other,"On Person, including concealed"
686763544,1,Other,"Accessible (e.g., within reach)"
877676518,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
961387734,1,Handgun,"Accessible (e.g., within reach)"
961387734,2,Handgun,"Accessible (e.g., within reach)"
961387734,3,Handgun,"Accessible (e.g., within reach)"
961387734,4,Handgun,"Accessible (e.g., within reach)"
961387734,5,Handgun,"Accessible (e.g., within reach)"
759278240,1,Handgun,"Accessible (e.g., within reach)"
759278240,2,Handgun,"Accessible (e.g., within reach)"
759278240,3,Handgun,"Accessible (e.g., within reach)"
759278240,4,Handgun,"Accessible (e.g., within reach)"
759278240,5,Handgun,"Accessible (e.g., within reach)"
100891789,1,Handgun,"Accessible (e.g., within reach)"
100891789,2,Handgun,"Accessible (e.g., within reach)"
100891789,3,Handgun,"On Person, including concealed"
100891789,4,Handgun,"Accessible (e.g., within reach)"
100891789,5,Handgun,"Accessible (e.g., within reach)"
501339678,1,Handgun,"Accessible (e.g., within reach)"
501339678,2,Handgun,"Accessible (e.g., within reach)"
501339678,3,Handgun,"Accessible (e.g., within reach)"
501339678,4,Handgun,"Accessible (e.g., within reach)"
501339678,5,Handgun,"Accessible (e.g., within reach)"
501339678,6,Handgun,"Accessible (e.g., within reach)"
435787241,1,Handgun,"Accessible (e.g., within reach)"
712992353,1,Handgun,"Accessible (e.g., within reach)"
712992353,2,Handgun,"Accessible (e.g., within reach)"
712992353,3,Handgun,"On Person, including concealed"
633445315,1,Knife/Edged,"Accessible (e.g., within reach)"
556066329,1,Knife/Edged,"Accessible (e.g., within reach)"
556066329,1,Knife/Edged,"On Person, including concealed"
924851847,1,Handgun,"On Person, including concealed"
924851847,2,Handgun,"On Person, including concealed"
924851847,3,Handgun,"On Person, including concealed"
309153400,1,Knife/Edged,In Hand
395438725,2,Handgun,"On Person, including concealed"
395438725,3,Handgun,"On Person, including concealed"
593220948,1,Knife/Edged,"Accessible (e.g., within reach)"
484585546,1,Handgun,"Accessible (e.g., within reach)"
484585546,2,Handgun,"Accessible (e.g., within reach)"
484585546,4,Handgun,"Accessible (e.g., within reach)"
484585546,5,Handgun,"Accessible (e.g., within reach)"
484585546,6,Handgun,"Accessible (e.g., within reach)"
577873727,1,Handgun,"On Person, including concealed"
577873727,2,Handgun,"On Person, including concealed"
577873727,3,Handgun,"On Person, including concealed"
851763822,1,Handgun,"Accessible (e.g., within reach)"
290750891,1,Handgun,"Accessible (e.g., within reach)"
712877557,1,Handgun,"Accessible (e.g., within reach)"
712877557,2,Handgun,"Accessible (e.g., within reach)"
712877557,3,Handgun,"Accessible (e.g., within reach)"
621620332,1,Vehicle,""
555695893,1,Handgun,"Accessible (e.g., within reach)"
555695893,2,Handgun,"Accessible (e.g., within reach)"
611379794,1,Knife/Edged,"On Person, including concealed"
849050837,1,Handgun,"On Person, including concealed"
422288596,1,Knife/Edged,"Accessible (e.g., within reach)"
427208445,1,Handgun,"On Person, including concealed"
657747773,1,Handgun,"On Person, including concealed"
726547533,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
726547533,1,Knife/Edged,"Accessible (e.g., within reach)"
373773405,1,Club or Impact Weapon,In Hand
189784209,1,Club or Impact Weapon,In Hand
899380633,1,Knife/Edged,"Accessible (e.g., within reach)"
247698402,1,Handgun,"Accessible (e.g., within reach)"
247698402,2,Handgun,"Accessible (e.g., within reach)"
247698402,3,Handgun,"On Person, including concealed"
907472233,1,Handgun,"Accessible (e.g., within reach)"
907472233,2,Handgun,"Accessible (e.g., within reach)"
907472233,3,Handgun,"On Person, including concealed"
616165974,1,Knife/Edged,In Hand
772840310,1,Knife/Edged,In Hand
362279933,1,Handgun,"On Person, including concealed"
351574102,1,Club or Impact Weapon,"On Person, including concealed"
422704706,1,Knife/Edged,"Accessible (e.g., within reach)"
420404508,1,Handgun,"On Person, including concealed"
757942392,1,Handgun,"On Person, including concealed"
676995824,1,Knife/Edged,"On Person, including concealed"
676995824,2,Knife/Edged,"On Person, including concealed"
843235751,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
538800307,1,Handgun,"On Person, including concealed"
861947601,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
876619632,1,Handgun,"Accessible (e.g., within reach)"
876619632,1,Knife/Edged,"Accessible (e.g., within reach)"
876619632,2,Handgun,"Accessible (e.g., within reach)"
876619632,2,Knife/Edged,"Accessible (e.g., within reach)"
690969973,1,Handgun,"Accessible (e.g., within reach)"
722629865,1,Handgun,"Accessible (e.g., within reach)"
386107622,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
139643446,1,Handgun,"Accessible (e.g., within reach)"
997186179,1,Unknown Type of Weapon,In Hand
570344475,1,Club or Impact Weapon,In Hand
570344475,1,Knife/Edged,"Accessible (e.g., within reach)"
286145865,1,Knife/Edged,In Hand
961696704,1,Unknown Type of Weapon,"On Person, including concealed"
961696704,2,Unknown Type of Weapon,"On Person, including concealed"
397162597,1,Handgun,"Accessible (e.g., within reach)"
687417573,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
916036470,1,Knife/Edged,In Hand
154333752,1,Handgun,"Accessible (e.g., within reach)"
187788861,1,Knife/Edged,In Hand
400137450,1,Knife/Edged,"On Person, including concealed"
268786620,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
268786620,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
218687844,1,Club or Impact Weapon,In Hand
357547811,1,Knife/Edged,In Hand
956254917,1,Knife/Edged,"On Person, including concealed"
503867469,1,Knife/Edged,"On Person, including concealed"
817122401,1,Other,"Accessible (e.g., within reach)"
817122401,2,Other,"Accessible (e.g., within reach)"
817122401,3,Other,"Accessible (e.g., within reach)"
385764931,1,Knife/Edged,In Hand
856426518,1,Other,"Accessible (e.g., within reach)"
894793178,1,Knife/Edged,"Accessible (e.g., within reach)"
635553289,1,Unknown Type of Weapon,"On Person, including concealed"
345292046,1,Handgun,"On Person, including concealed"
627150293,1,Handgun,"Accessible (e.g., within reach)"
674868686,1,Handgun,"On Person, including concealed"
467972655,1,Handgun,"On Person, including concealed"
955219719,1,"Long Gun (rifle, shotgun)",In Hand
674326759,1,Handgun,"Accessible (e.g., within reach)"
674326759,2,Handgun,"Accessible (e.g., within reach)"
674326759,3,Handgun,"Accessible (e.g., within reach)"
885090332,1,Handgun,"Accessible (e.g., within reach)"
885090332,2,Handgun,"Accessible (e.g., within reach)"
885090332,3,Handgun,"Accessible (e.g., within reach)"
885090332,4,Handgun,"Accessible (e.g., within reach)"
885090332,5,Handgun,"Accessible (e.g., within reach)"
671911390,1,Unknown Type of Weapon,"On Person, including concealed"
153433590,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
351928792,1,Knife/Edged,"On Person, including concealed"
947967245,1,Handgun,"Accessible (e.g., within reach)"
947967245,2,Handgun,"Accessible (e.g., within reach)"
947967245,3,Handgun,"Accessible (e.g., within reach)"
615202986,1,Handgun,In Hand
615202986,2,Handgun,In Hand
615202986,3,Handgun,In Hand
615202986,4,Handgun,In Hand
615202986,5,Handgun,In Hand
615202986,6,Handgun,In Hand
615202986,7,Handgun,In Hand
615202986,8,Handgun,In Hand
615202986,9,Handgun,In Hand
327231876,1,Handgun,In Hand
327231876,2,Handgun,In Hand
327231876,3,Handgun,In Hand
327231876,4,Handgun,In Hand
327231876,5,Handgun,In Hand
327231876,6,Handgun,In Hand
327231876,7,Handgun,In Hand
327231876,8,Handgun,In Hand
327231876,9,Handgun,In Hand
438987202,1,Handgun,"On Person, including concealed"
719941514,1,Handgun,"Accessible (e.g., within reach)"
719941514,2,Handgun,"Accessible (e.g., within reach)"
719941514,3,Handgun,"Accessible (e.g., within reach)"
613023049,1,Handgun,"Accessible (e.g., within reach)"
922754565,1,Handgun,"On Person, including concealed"
922754565,2,Handgun,"Accessible (e.g., within reach)"
734165253,1,Handgun,"Accessible (e.g., within reach)"
110570869,1,Knife/Edged,"Accessible (e.g., within reach)"
110570869,2,Knife/Edged,"Accessible (e.g., within reach)"
110570869,3,Knife/Edged,"Accessible (e.g., within reach)"
868227006,1,Knife/Edged,"On Person, including concealed"
422345560,1,Knife/Edged,"On Person, including concealed"
115416115,1,Knife/Edged,"On Person, including concealed"
181043487,1,Handgun,"On Person, including concealed"
117232477,1,Handgun,"On Person, including concealed"
117232477,2,Handgun,"On Person, including concealed"
117232477,3,Handgun,"Accessible (e.g., within reach)"
117232477,4,Handgun,"Accessible (e.g., within reach)"
117232477,5,Handgun,"Accessible (e.g., within reach)"
117232477,6,Handgun,"Accessible (e.g., within reach)"
117232477,7,Handgun,"Accessible (e.g., within reach)"
340607585,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
952437005,1,Knife/Edged,"On Person, including concealed"
713677587,1,Knife/Edged,"On Person, including concealed"
589746006,1,Handgun,"On Person, including concealed"
675932046,1,Handgun,"On Person, including concealed"
154432370,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
292609349,1,Unknown Type of Weapon,"On Person, including concealed"
292609349,2,Handgun,"On Person, including concealed"
779761257,1,Knife/Edged,"On Person, including concealed"
972050247,1,Knife/Edged,"On Person, including concealed"
118196137,1,Knife/Edged,"Accessible (e.g., within reach)"
599135749,1,Knife/Edged,In Hand
126108614,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
115577795,1,Handgun,"Accessible (e.g., within reach)"
279077347,1,Handgun,"On Person, including concealed"
701925118,1,Handgun,"On Person, including concealed"
306321811,1,Handgun,In Hand
606439166,1,Knife/Edged,In Hand
606439166,1,Other,In Hand
252857606,1,Knife/Edged,In Hand
143674225,1,Handgun,"Accessible (e.g., within reach)"
143674225,1,Knife/Edged,"On Person, including concealed"
105178440,1,Knife/Edged,"On Person, including concealed"
292462056,1,Knife/Edged,"On Person, including concealed"
322724896,1,Handgun,"Accessible (e.g., within reach)"
322724896,1,Knife/Edged,"On Person, including concealed"
876917840,1,Handgun,"On Person, including concealed"
876917840,2,Handgun,"On Person, including concealed"
743427731,1,Knife/Edged,In Hand
970429737,1,Handgun,"On Person, including concealed"
970429737,2,Handgun,"On Person, including concealed"
194255763,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
439457220,1,Knife/Edged,"Accessible (e.g., within reach)"
170495145,1,Handgun,"Accessible (e.g., within reach)"
170495145,1,Knife/Edged,"On Person, including concealed"
171485056,1,Knife/Edged,In Hand
171485056,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
891634243,1,Handgun,"On Person, including concealed"
256840527,1,Handgun,"On Person, including concealed"
901379263,1,Handgun,"On Person, including concealed"
980253066,1,Handgun,"On Person, including concealed"
980253066,2,Handgun,"Accessible (e.g., within reach)"
980253066,3,Handgun,"Accessible (e.g., within reach)"
980253066,4,Handgun,"Accessible (e.g., within reach)"
980253066,5,Handgun,"Accessible (e.g., within reach)"
578982296,1,Knife/Edged,"On Person, including concealed"
578982296,2,Knife/Edged,"On Person, including concealed"
578982296,3,Knife/Edged,"On Person, including concealed"
821260658,1,Knife/Edged,"On Person, including concealed"
821260658,2,Knife/Edged,"On Person, including concealed"
821260658,3,Handgun,"On Person, including concealed"
180616884,1,Knife/Edged,"On Person, including concealed"
180616884,2,Knife/Edged,"On Person, including concealed"
180616884,3,Knife/Edged,"On Person, including concealed"
224867108,1,Knife/Edged,"On Person, including concealed"
394031483,1,Handgun,In Hand
989230088,3,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
545913082,3,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
618290108,1,Knife/Edged,In Hand
442080837,1,Handgun,"Accessible (e.g., within reach)"
442080837,2,Handgun,"Accessible (e.g., within reach)"
202565722,1,Knife/Edged,"On Person, including concealed"
653196796,1,Handgun,In Hand
653196796,2,Handgun,In Hand
893673052,1,Handgun,In Hand
290782760,1,Handgun,In Hand
